"NAME","facility_density"
"Windham",0.241668465179633
"Grant",0.241184992497057
"Jasper",0.240792410262829
"Dixon",0.239936256223607
"Yuba",0.239818284018068
"Macomb",0.239272669142485
"Putnam",0.23922125111166
"Williamson",0.238790482520452
"Morgan",0.238760335508449
"Marlboro",0.238684313528646
"Saginaw",0.236574617284875
"Elmore",0.235052406346031
"Hill",0.235027223574892
"Brown",0.234993667468887
"Mineral",0.2346289421057
"Pulaski",0.234403277292119
"Marion",0.234388809535651
"Weber",0.234019477521243
"Putnam",0.233460717146014
"Floyd",0.233414395372053
"Florence",0.232859570360858
"Lamar",0.23167993609068
"Floyd",0.23104666932062
"Shelby",0.230577037456991
"Nassau",0.230539257717839
"Jasper",0.230181262297082
"Webster",0.230022134382524
"Rhea",0.229488255682897
"Clark",0.229461917619194
"Allegan",0.229208429289806
"Martin",0.227710300151648
"Mecklenburg",0.227342647648832
"Hendry",0.227250515880759
"Mason",0.2270392208245
"Marshall",0.22700391436975
"Martin",0.22690133223622
"Pike",0.226382634940401
"Livingston",0.225774587916062
"Pueblo",0.225329689360746
"Antelope",0.224852233750522
"Northampton",0.224522232474736
"Bulloch",0.224275863284688
"Seminole",0.223618071849935
"Dunn",0.223452613300918
"Suwannee",0.223101280249119
"Macon",0.222972572524191
"Carter",0.222162838021868
"Clarendon",0.222007140397121
"York",0.221899680093774
"Putnam",0.220346369550022
"Otsego",0.220259634946681
"Berkeley",0.218989888467017
"Beaufort",0.218604124448808
"Garfield",0.218532703886552
"Greenup",0.217901766069516
"Fairfield",0.217575214132478
"Hood River",0.217083861409606
"Penobscot",0.217025577126282
"Barron",0.216972063941803
"Clarke",0.216737948129126
"Lauderdale",0.216006486691845
"Broome",0.215948114425843
"Hutchinson",0.215652572406747
"Amelia",0.215351646460652
"Montgomery",0.215110261459025
"Oklahoma",0.214968723272771
"Cooke",0.214811304959919
"Clay",0.214311699343826
"Glasscock",0.214244700420268
"Tama",0.213880964799756
"Whatcom",0.213789624219374
"Lawrence",0.213422545022496
"Dodge",0.21331100445173
"Marin",0.213273424363282
"Montgomery",0.213024013941984
"Lincoln",0.212903142727273
"Dodge",0.212807383840917
"Bell",0.212484792606114
"DeKalb",0.212219608742924
"Greene",0.212204008451477
"Haskell",0.212048477254348
"Wharton",0.211701200707571
"Elmore",0.211680792618523
"Dunklin",0.21166204660777
"Pamlico",0.211625522619732
"Coos",0.210938649225859
"Iron",0.210504874476529
"Hansford",0.209799621278113
"Sullivan",0.209729101883994
"Sterling",0.209093566040479
"Shawnee",0.208414824512917
"Manistee",0.207689989646134
"Lamar",0.207688881253525
"Polk",0.207574410494091
"Dauphin",0.207532953422299
"Madison",0.20734484533367
"King George",0.207303903561415
"Warren",0.207217011364991
"Monroe",0.207057557085341
"Elbert",0.206340825094605
"Mills",0.205989866852223
"Andrews",0.20574790188612
"Butts",0.205392425920864
"Clark",0.205140847205965
"Palo Alto",0.203382049580964
"Thurston",0.203305608071458
"Bonneville",0.20317525513114
"Yellow Medicine",0.202316100372171
"Waldo",0.202314603772474
"Jackson",0.202233795231285
"Boone",0.201925295998118
"Polk",0.201873895023545
"Missaukee",0.201753130017449
"Fond du Lac",0.201657887568773
"Calhoun",0.201644300974653
"Cuming",0.201572490548013
"Somervell",0.201421391457874
"Lake",0.20135757567771
"Stevens",0.201331749684235
"Franklin",0.201078730159617
"Saline",0.201004875054488
"Cherokee",0.200684228200438
"Hamilton",0.200581470415729
"Isabella",0.200494505280257
"Scott",0.200355008618465
"Sac",0.200290684118172
"Greene",0.19991379293439
"Eaton",0.199905594579967
"Grand Isle",0.199675377398515
"Falls",0.199580572512258
"Franklin",0.199363986473169
"Cedar",0.199056476251832
"Bedford",0.198965634365135
"Morton",0.198500528927019
"Buckingham",0.19846608842085
"Worcester",0.198184820022604
"Shelby",0.197728140899859
"Chester",0.197576203123054
"Warrick",0.19744117629056
"Wilbarger",0.197401244744664
"Iowa",0.197167821220765
"Oldham",0.196533346263796
"Pointe Coupee",0.196206470805416
"Brazos",0.195927279130148
"Delta",0.195651009176167
"Guthrie",0.195311299103186
"Oxford",0.195151002915359
"Clear Creek",0.194980996692182
"Hancock",0.194168924511659
"Columbia",0.194057245492964
"Monroe",0.193889563250228
"King",0.193784641897786
"Marshall",0.193736180361179
"Lanier",0.19339214014966
"Fayette",0.193357032592081
"Morgan",0.193353655409739
"Southampton",0.192263658241871
"Fairfax",0.192077564225805
"Douglas",0.191948825759871
"Emmet",0.1919023187411
"Brookings",0.1918717060434
"Hamilton",0.191863003954703
"Crawford",0.191751756557754
"Dewey",0.191459240231543
"Pulaski",0.1912701618072
"Miami-Dade",0.191266895374957
"Hillsdale",0.190845406762013
"Dillon",0.189955988800763
"Fulton",0.189555352646094
"Wyandot",0.189460687344783
"Calhoun",0.189207823115182
"Vernon",0.189162398997718
"Broward",0.189083533068641
"Nemaha",0.188551125903953
"York",0.188520325532769
"Lee",0.188063009332937
"St. Bernard",0.187777289760508
"Portage",0.187709783302255
"Power",0.187396862021837
"Brown",0.187342778550445
"Warren",0.187213443703945
"Henry",0.187055757224604
"Franklin",0.186774073957852
"Upton",0.186693280350718
"Defiance",0.186459206908577
"Calaveras",0.18617114738903
"Cass",0.186075590457154
"Frederick",0.185946428428057
"Buchanan",0.185937873016717
"Woodward",0.18580650781779
"Harper",0.185569139204512
"Indiana",0.185088236753411
"Louisa",0.184921776162379
"Bracken",0.184811514015855
"Posey",0.184013572207656
"Lawrence",0.183834973928887
"Wichita",0.183083142482011
"Volusia",0.182972889723407
"Davis",0.182345442747371
"Deuel",0.182025704205699
"Union",0.181374297704549
"DeKalb",0.181340928548068
"West Feliciana",0.181225422154358
"Rockingham",0.180842007474374
"Knox",0.180556661755146
"Lyon",0.180531993247888
"Allegany",0.180500732025385
"Utah",0.180034314558811
"Clay",0.180018735126421
"Thomas",0.179617639613863
"Ida",0.178698140521124
"Warren",0.177937199714558
"Fauquier",0.177733211060211
"Gray",0.177669467188627
"Wapello",0.177104849907566
"Henry",0.176884867057544
"Columbia",0.176809293498056
"Daviess",0.176736616953669
"Clark",0.176633737034752
"Hancock",0.176284426178123
"Acadia",0.176145272129023
"Tazewell",0.176061181295732
"Larimer",0.175920585678928
"Watonwan",0.175583409942234
"Hunt",0.175110352056987
"Brunswick",0.173655599165208
"Okeechobee",0.17324053571999
"Anoka",0.173084328212559
"Hancock",0.17288976965734
"Perry",0.172754552823708
